"","lsy-6","mir-791","mir-793","mir-792","mir-1821","mir-83","mir-124","mir-790","mir-254","mir-794","mir-249","mir-55","mir-1818","mir-84","lin-4","mir-1022","mir-74","mir-34","mir-392","mir-71","mir-62","mir-246","mir-238","mir-4816","mir-86","mir-239a","mir-1824","mir-243","mir-72","mir-233","mir-87","mir-239b","mir-796","mir-250","mir-232","mir-2","mir-50","mir-1020","mir-4808","mir-253","mir-4807","mir-61","mir-56","mir-786","mir-787","mir-259","mir-1829c","mir-252","mir-248","mir-785","mir-59","mir-65","mir-245","mir-356b","mir-64","mir-66","mir-355","mir-90","mir-1","mir-63","mir-1829b","mir-234","mir-76"
"ADA.AUA.LUA.PVQ.RIA.RIG.RIM.URY",NA,NA,NA,NA,NA,0.310631365702259,NA,NA,NA,NA,NA,0.172831674064749,NA,0.090020767300424,NA,0.3028332051838,0.370068823881191,0.883073826175984,0.0239458128425936,0.71202577215124,0.237316623783348,0.336686395097287,NA,NA,NA,NA,0.122113168360811,NA,NA,0.0350407996651127,0.131055632192486,NA,NA,0.0906287161796834,NA,0.295664924489472,0.194555837703817,NA,0.491367639205991,NA,0.514552516274664,0.337574430470105,0.374487793728793,NA,0.891872096653446,0.781003660589804,0.476509542270419,NA,2.11582317136121,1.14599984953443,NA,1.03953029736359,1.02412938262202,NA,NA,NA,NA,0.198982886054461,NA,1.41275020270017,NA,0.578836827656356,NA
"ADE.CEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126730779551821,NA,NA,NA,NA,NA,0.0827723863287521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADL.ASG.ASK.AWC.BAG.IL1.OLL.OLQ",NA,NA,0.20643331095036,0.982840092147754,NA,0.821931799027735,NA,NA,1.11059758272569,0.678093909070982,0.0996708014518275,0.158553356972398,NA,0.225449515230014,0.271079409404399,2.26431543076149,0.253632701483013,0.533893904851746,NA,0.418169721650278,NA,NA,NA,NA,0.56165733668412,NA,1.66900994948741,NA,NA,0.0815038124419597,NA,NA,NA,NA,0.800307528024485,NA,NA,NA,0.273880503889119,NA,0.0267482820864111,NA,0.119309866254147,0.683933317199386,0.0939928424701912,NA,NA,NA,0.041734257232607,0.631810140473256,NA,NA,NA,2.73062193575828,NA,NA,NA,NA,NA,NA,NA,0.000811616426097293,NA
"AFD.PHA.PHB",NA,1.62033282981493,1.93043211412429,1.195489083379,1.09746523110448,0.152495086928597,0.996260978529328,0.803123670035309,NA,1.20487410507175,2.06764011443491,0.490572425884535,NA,0.754543820144146,0.21237490419347,0.284294348510259,0.275922514930593,0.306945153135682,0.0315073526601836,0.229847692732582,NA,NA,NA,NA,0.844408457207486,NA,0.569534668898006,NA,NA,0.483833452096969,NA,NA,NA,NA,1.07280857606282,NA,NA,NA,NA,NA,NA,NA,0.426239887907236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04534317329745,NA
"AIA.AIN.AIY.ALN.AVG.PVP.RIF.RIR.SIA.SIB.SMB",NA,NA,NA,NA,NA,0.305179439024351,NA,NA,NA,NA,NA,0.375709321595525,NA,NA,NA,NA,0.408230951789139,0.882099383212744,0.68426945513528,0.749981855319118,0.302032629706891,0.468813146894661,NA,NA,0.436021769415615,NA,NA,NA,NA,0.425852404117098,0.684627968970181,NA,0.258259850070878,1.51806981525821,NA,1.03444607326786,0.560593532987732,NA,0.370734312480704,NA,0.112116207123606,1.35250759186373,0.854869837542013,NA,0.206501282885931,1.07970018794014,0.888076829845275,NA,1.35045267361645,0.509919433472528,NA,0.666324277649646,1.56391924355658,NA,NA,NA,NA,0.758771848515318,NA,1.3594233901132,0.598875735145256,0.930464531275803,NA
"AIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576690433435192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038812980448008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372653777857052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
