whole.body	background	ASE	Serotonergic	Dopaminergic	Glutamatergic	Ciliated.sensory	GABAergic	mechanosensory	unc.86.expressing	pharyngeal	cholinergic	ceh.14.expressing	unc.42.expressing	unc.3.expressing	Pan
mir-791	426.813374522701	0.72979258321316	21.2880975025177	0.612089567422195	1.02512584184639	44.8365769615713	49.9076883923627	0.697816318251384	0.278547751889529	0.385264945467297	0.958674556567221	4.63363106510384	13.6993937823128	0.359274166901391	0.617501987398467	114.454868078532
mir-792	10518.6075737318	7.78655124366142	30.2719149909236	2.27044148883546	4.83338042826245	189.131512832363	541.66414886776	9.96421717688715	7.56092565591322	6.9917158311929	5.08486491523515	25.3742723874916	20.6226783321809	3.95559609307142	7.80279401567812	742.81269416355
mir-793	11334.3380638056	152.775096411772	558.724295282132	113.910166788192	159.719511359474	3324.37685686301	5770.03655885044	96.5014363517155	37.3087066782588	26.7103405811038	112.709974018607	425.633251003524	976.317793073361	144.581420305189	67.1442898024069	5691.81755724993
mir-794	240.361474855663	0.260623395191995	1.3146937737607	0.0418026048412282	0.158565129200285	7.38199461063842	14.1495270736443	0.213958248467624	0.262970968255389	0.427273530580777	0.255126616588985	1.02172515502732	1.25373396954345	0.218561025666976	0.581488423581213	15.7989938667605
mir-796	625.338263094245	0.664464796005143	0.505711009642682	0.273102348869485	0.170492280062638	0.65755354417905	3.0338551192905	0.487454936993725	0.412937346562638	1.3454815557938	0.284545841279637	9.72464271085142	0.605390556152698	1.43571463882681	0.46384874040961	10.8828873558326
mir-797	373.847878597684	0.498272361389759	0.171388101958374	0.069067093775623	0.113086598285312	1.28885606827468	2.47171508888777	0.176319375001461	0.200759013589288	0.703324018785301	0.0815233725982909	0.451482079040507	0.872836791794756	0.0776547090143527	0.336247386513197	3.59885155836858
mir-798	192.928639424532	199.570001137227	176.82928521529	156.390231306566	170.090655833953	179.463617364728	173.524351296473	179.848557111334	140.436264322024	179.295493510089	185.849519669992	190.92125568206	155.4146855901	167.579745217198	170.178185394933	175.402685159811
mir-80	356876.064523248	251.279686698171	82.931333400816	61.6977209880239	187.439140227108	75.5244484576837	271.081036840759	281.763610161682	244.65366484403	167.18083539349	91.2980243656821	89.2148921431691	112.43809615127	100.721506571076	104.19140984313	190.634695796944
mir-81	194736.092330017	185.195121664523	94.9717847079079	69.9682032009384	155.557600085838	113.784499864891	180.357310385126	186.108444058899	175.849302829861	131.146873729123	79.9407658438939	174.508867285309	102.77908206344	94.0581437167107	66.632784962102	485.183115589894
mir-8191	209.472474853398	0.289727624268326	0.322137488976464	0.0854699325792697	0.225268172934969	0.0295836475006928	0.208247645496526	0.510000119347197	0.209016897110484	0.297552713392872	0.261430227155445	0.121971854579954	0.0447464358732077	0.0595258496626854	0.156682183830293	0.22015234278954
mir-8196a	1359.38610387592	59.3641549860397	30.3208144728375	42.5554269497194	56.9510228341998	64.6305299996943	39.0539803563668	47.4872350617634	44.0505919578105	34.3746375148698	41.1602595516788	95.6213562623681	49.6204274884867	33.0341045612669	29.3587079971012	101.451684647415
mir-8196b	203.864332078224	0.534775029387736	0.143588054512976	0.131772935603258	0.589374753522796	0.533285526286263	0.186181586956341	0.120282739728118	0.401712892637736	0.447236228392887	0.402436391167709	0.898416155115746	0.288470037501496	0.155915923390907	0.469528134117867	0.945640327759494
mir-82	190044.677850804	165.774246577728	71.0401078589023	52.7181283308081	130.184745210681	89.3492747196098	156.188356856741	169.788442053598	175.557657070757	116.322747822692	73.2762772325219	116.283829442392	80.7632700600394	71.6151275445341	65.0587297944842	146.971468152973
mir-83	131605.532143988	102.643416921097	237.683199921147	51.9030929971609	371.790681815695	3214.4208445762	2286.57300969237	651.481774106887	97.1569944793126	162.30368719605	134.432825787418	3425.06671109032	343.748140111199	69.2636198052357	141.812925422835	8523.16610010112
mir-84	5139.86705645585	14.1989633681247	29.1119198438184	7.1775225423773	13.9053828205812	124.425347942462	102.234746068627	10.6940578474373	21.6443078009409	18.503506668247	6.28652891434842	18.2948623469803	27.7359410475326	5.41014625452092	3.44062538110184	210.85029325025
mir-86	419080.450296705	414.820562133491	358.728993971162	140.422615343258	292.18373665863	1786.08305961118	3496.52666160911	492.394797284989	597.769826553421	519.291556726123	126.825683404234	1542.43719975834	733.017800033453	275.209459648353	245.781859420635	6422.60209625541
mir-87	205898.012741205	224.201140459175	158.764959836575	103.05315070604	297.138754880878	927.283340415713	678.511932462725	343.072259913344	713.614345653142	498.112272560984	127.575943777231	1145.79737575541	279.094027842229	176.759153002113	121.676248279545	2627.73269936432
mir-90	167262.330266324	116.843876163659	54.0663544338235	75.0691942480819	630.067882540561	1518.09490516998	854.591618423229	905.722710604015	858.702633156699	621.19939594167	88.5908452226717	5035.62889691378	498.609221223339	284.122626200442	628.907102999843	9052.94690749908
