whole.body	background	ASE	Serotonergic	Dopaminergic	Glutamatergic	Ciliated.sensory	GABAergic	mechanosensory	unc.86.expressing	pharyngeal	cholinergic	ceh.14.expressing	unc.42.expressing	unc.3.expressing	Pan
mir-42	53288.1026616959	58.084406731505	29.4451756154907	23.6128357179466	85.9653532428323	87.0805048668542	139.752131873781	66.8074744661326	46.7137613285883	55.1456140926297	32.0076079796304	398.576955567888	71.1572151584809	32.9262241761901	32.0905875659718	402.541058566238
mir-43	125775.112107463	68.5500871432165	26.4847309922268	20.5539752534275	89.3401406620154	39.6778867868163	124.459561056518	93.8029088275557	57.1153457927596	65.1629919358947	27.7990567730117	75.2193994495948	40.958915009992	31.2502665019643	31.955423046781	130.232336652808
mir-44	178292.224532596	261.005086920122	123.776110532309	86.0727430360944	178.369420717252	470.578661449615	250.191105249321	312.670634459618	141.85374055072	140.69479895661	97.3955927148368	1294.25712305571	159.202819268439	99.6116005177144	88.0760498674396	986.57531619074
mir-45	178424.442138387	261.087200422347	123.943792499	86.1815858512243	178.393586459019	470.659134185817	250.434392072803	313.052970840007	141.851861316185	140.754053967508	97.4209062513364	1294.45496024491	159.179661641495	99.6660460581409	88.153247585746	986.489641178863
mir-46	115349.082113687	78.4817628405845	34.3209813603293	27.4849004994924	89.2603496731804	487.382366083284	121.555351613098	158.140237994798	81.6751997565419	73.3017235059243	39.2671345376311	551.261902601261	65.1739519295722	47.5270911469127	38.493473375404	595.632016746779
mir-47	42820.7409001582	31.6269748723691	17.0654683187698	13.3914123834013	41.7159200081877	173.53445484854	42.8692253131231	71.7419336545885	30.4050591055789	28.2056515788982	16.4932768214186	307.839385355342	44.8323398806476	21.3170366061013	22.2232900546998	425.662060044769
mir-48	430.10649407582	0.334659488384143	0.100017283351315	0.0119696781082789	0.0252695770475734	0.11448167399323	1.5689225959524	0.226235061210269	0.109735749974521	0.320004055397435	0.172388687883883	1.25874781244013	0.187658705588181	0.086270696141346	0.047149716979624	1.59057441922316
mir-4805	246.710688508746	0.355030247969367	0.076478754926051	0.0733969103916435	0.141447545920677	0.412778349142466	0.190473301877244	0.453844392683491	0.117337880279148	0.201971157994437	0.0810037468437338	0.126073774927965	0.0785882981382005	0.141986698186073	0.194613756679993	0.21323888038754
mir-4807	292.05083456235	0.55196183195414	0.321531968199032	0.471832024012779	0.604053591303104	3.03277274385574	1.7087670945035	1.44277373127414	1.09492703573076	1.99331224272061	0.33425272938859	9.84319938294819	1.24248384701175	0.365812029614845	2.87268145242717	30.349560632053
mir-4808	468.531286075279	0.595203453876369	0.290841617291193	0.154132428507813	0.47002513036444	3.04924414370196	2.60477232620417	0.984396160527288	1.10802489263908	1.52259050321919	0.240466472633298	13.9978133699649	1.25505833629173	0.403198639330039	3.86893746943738	42.0014396372963
mir-4813	2528.06237726729	13.2957979357709	10.0576468808479	6.70647497730168	10.0918177851785	12.4026064769713	8.77373413739559	8.17037202329566	4.43765757463213	4.02831089827185	6.87015552280663	13.8314185655357	7.02588053729119	6.12743912425693	3.47757985925825	19.3114389772834
mir-4816	1848.17586544957	42.2084490346802	36.4428027988542	32.6179009951277	67.9362697815699	60.4163262001623	43.9693673132093	47.9835634145671	21.3283525563093	28.5363450408205	36.1731264120775	87.1086195013318	34.8653788394897	22.3215672129697	20.4763201646023	145.294237370001
mir-49	81706.1846725967	64.6323054561198	25.9584770298083	17.6540198278631	49.3177610532165	77.6145721773627	60.5212463303023	60.0084714687044	56.5787032922272	55.754171889717	22.4232863123921	55.6000644584369	66.9296193169762	25.0478197925073	28.1590928156663	278.339130565648
mir-50	102007.130026726	93.9275264577416	68.5654596884697	38.2847147571689	118.028879173738	295.901058646731	220.033177723592	155.127980975893	259.027229173883	140.081562406537	48.0172972828221	619.10137503098	88.0892784834574	85.5941415857135	158.995051718977	1122.58061575098
mir-51	554474.800735339	832.541032619131	413.437864129044	392.753626909956	921.562205906679	1302.14155833987	1619.06894850762	998.021176981875	611.562812552845	869.542145874415	514.470887649484	2734.32860344988	699.54292489919	424.44574386378	564.165916206716	6224.03765475539
mir-52	4083015.90668083	3754.93996854195	2353.3205567953	1186.47119488575	3892.9884796511	8676.4694100651	10379.2421096362	4609.36669314933	3315.69589600982	5084.64399421484	1538.76323620284	10426.4530315619	3925.27737076402	2200.89132366878	2158.19415523915	29226.9035393697
mir-53	171293.647225702	200.379091119741	146.719551701495	92.1729691010939	254.998100688589	465.950927163966	660.477566835467	235.279143773688	425.341191125624	339.534884892891	120.511070815778	553.684647491422	237.607912410901	123.29579510786	121.84034252593	1710.25094521285
mir-54	899707.0810162	622.872975376418	238.034173084662	187.869428631185	591.833842539617	372.151435128953	770.377131627212	690.73733202782	582.03958476636	483.660386818873	262.0062986037	392.355984613144	334.209943461886	289.242599527058	417.026569432558	918.732392270801
mir-55	950001.627033985	681.698530519898	1326.21652014954	504.293412491255	2901.48831017726	20531.2488152626	16826.6917899583	4943.50254706656	4119.14992126827	8039.03526245972	810.493609335835	26566.5450218299	7450.4765477767	2226.2039783488	3413.61723741872	74244.3041743757
mir-5546	282.020136753567	36.7680642388045	12.4804583037841	20.6174278228398	31.6853384660504	16.6016510497083	11.0932900300382	11.7464648324197	14.7781675091806	16.4588974893581	19.4046468998788	26.6661729612957	14.5663166940545	12.9400274778759	2.43451147930394	21.3653378205899
mir-56	775881.557802089	539.586783111083	386.526362836188	185.70243524956	720.118707462983	4450.11786730386	3143.7431378726	1151.37437815227	1676.66736724616	1192.37016215448	250.751402941687	4042.16302956172	1136.90403036202	455.684072147678	399.117392604383	18293.7379879597
mir-57	147003.595550449	133.279521500662	57.1191924144903	54.4979771388904	123.350214577183	220.221989872193	188.228222053748	137.571579757786	114.068792441482	81.8202448972098	58.093820044683	277.893148603146	65.5894166839186	52.4920455755872	51.7859792836246	1009.35314399896
mir-58a	2298214.63947592	2917.80235571982	1749.62075510681	1208.38232570717	3340.08882988897	11488.0495611662	2447.52703111202	4833.70054176814	2107.42380346937	1503.29097821837	1733.58867004102	13847.7340166877	1921.73952207591	1180.64613577407	1369.50232543473	32115.6243476265
mir-59	3424.14197799561	2.6753830064401	1.36601763102518	0.997721830322014	3.2918925424246	2.89026639881826	15.9955300643433	2.49367965654392	3.00431736210925	3.63287866898758	1.94118746039058	6.65041563379985	2.80792547770038	1.67264893637475	1.08653313734809	17.4340167268676
mir-60	608315.231377593	507.679147332077	208.035187815635	109.041762393584	493.399263475415	2361.16336155919	502.601934543332	894.47750667948	292.16146757064	332.795022756447	193.707440374137	2337.9204959527	178.473825526155	143.185331555472	275.156585589422	11296.9145890268
mir-61	31238.3280968512	36.7355515570749	16.7755617452441	14.9605540132471	27.736229049091	48.6961825117826	42.1031116962784	46.2025390277681	27.6271199678015	31.3390603817117	17.1927282593713	150.593746819181	32.5398632971511	18.3220076144948	26.9298685458364	275.127099711046
mir-62	543016.750048426	17646.2638495272	19131.7629692979	15462.8826987691	25545.5350152061	31523.5780117927	30556.7909923195	25291.216948294	15836.8911281362	19968.1349745847	17211.8215114894	45132.9772866663	13087.1084118998	13584.0474882418	16310.8972742223	93097.6690171012
mir-63	51251.7595981764	40.5479385715983	14.9941966100326	12.5353473845254	98.8063708903815	636.88136333409	49.3938422388268	145.730313742282	45.6111195107891	26.2476057363278	29.8599433497634	885.697345784937	38.8177052494597	13.2602005738668	37.0324385886904	3117.17779995571
mir-64	143053.741541242	117.844285166504	47.8740291874378	42.4027225213222	437.773725208099	2512.57113579035	132.414124104442	653.818274513707	125.727021637439	83.6478147063852	145.01617069551	4473.05346276641	164.157932711636	47.6035872487693	182.79089510567	9127.45026723635
mir-65	90386.773289721	75.2838694180259	32.6217870548549	31.2047309755272	413.873620235895	1979.65815197845	100.321713959167	635.136857835806	94.6501706050899	55.8946409092878	103.500409151663	3084.19620980856	175.624120650648	35.4303438689136	226.866539143655	6361.02179352254
mir-66	296534.384722301	243.028352735372	98.7612636439895	66.716460132584	325.274468383586	2479.73171883103	239.108698741917	492.143612675309	231.903850996789	154.713292035374	137.82137445469	3401.00102201119	159.617828798283	81.3977955326055	118.166892178157	9454.38104078344
mir-67	221658.077988447	1406.85528899157	1212.71622814443	962.715310994986	1688.15092783437	855.220577740905	907.727444004647	1035.88575165814	501.630976959824	470.346963883857	1103.1339904481	1469.75324898462	518.1386021573	646.997093556176	324.0271045591	825.515290498892
mir-70	2567.47369310821	1.74937806774571	1.08740941610529	0.941950271331755	1.52132487064127	0.830153945990997	2.34138370974391	3.47424321196571	1.53476650008037	1.68256068893098	0.504035990399705	0.787806754058162	0.148387673158925	0.591080411853859	0.854532495101837	1.75404710501415
mir-71	791896.179970032	1020.78970331883	1112.67979825451	813.749493568369	2281.70582196947	14307.3297587368	7395.15740086356	2456.60377021121	1932.9792654688	2340.45448344667	907.58952409983	14600.6635734716	2667.10153760082	1387.37152923554	1099.08133834883	38450.4562292686
mir-72	527108.052422746	919.301481960083	729.665454203341	515.586572761047	2341.67368364985	11461.3751069606	1923.10998817023	3144.5365267041	1283.5106755913	973.922658558428	938.753240847755	19158.098736657	1419.85320824436	507.11359226988	763.966363962996	29967.7893499974
mir-73	153046.684982047	130.95854296476	77.2211645168137	45.43142452838	169.302239395121	558.983889379684	263.777089889673	203.991453402187	146.113778470152	111.311584353762	67.5878920127579	761.611483600725	144.677586500586	54.1857436412355	87.4737640627401	1259.145075151
mir-74	157527.280976726	123.465963217797	190.601423990678	35.8224768866238	89.4596453269261	521.842170720916	461.233522762795	131.4255695239	104.646620061358	77.3456331777795	44.4331858572832	245.275085123994	119.319786776938	48.8868743628523	52.6381962385749	918.280506414134
mir-75	42570.6015892955	22.3436328547053	22.0018393363253	7.99310049486339	25.7998607892613	187.732400911615	65.406174981985	44.2626773436975	22.5881728382353	23.7899341032603	10.3736586736172	139.583068081494	15.69539191044	12.5409048187563	9.97872365191392	934.558923582736
mir-76	36531.6828291895	25.038041198266	8.68929042912895	83.827385224689	19.5394004878028	1123.84840471884	43.3820347975871	31.1919583241273	46.6656414222135	45.6409325133263	332.711803093726	1692.85536445702	22.6129906595188	12.4834174844297	9.65258447535973	4418.23390453222
mir-78	408.174560723776	391.576092261947	349.210119945352	451.125012114775	441.144091972883	453.043203630804	396.815911308804	340.177746992143	575.763794166219	443.852048154229	435.720466410783	395.283244457581	513.346672393269	387.183239711881	406.808232070452	389.415848477106
mir-785	1160.87590161088	0.748925664441872	0.525702361262054	0.0458588152710399	0.268042220816639	15.49123634507	3.38290418068589	1.15939878092877	0.735162555764686	0.513196048309669	0.60179719997467	7.82806872619317	0.379987725350619	0.642348084078653	0.467740441620172	25.5071508654175
mir-786	245.109815684321	0.108388489567372	0.0884848705675565	0.0556128772522113	0.205473674922854	0.524288071732622	3.84169009758195	0.144091470851383	0.0528319954474624	0.168093103859073	0.01537476401004	0.166520958613017	0.137219619356887	0.0980704697531456	0.133431507214127	1.62755747013864
mir-787	3328.01409588261	3.15672687076036	1.57941237479812	1.51635136429418	5.380071775243	23.5953363920997	7.51642826016472	12.1594511121929	2.37018070771028	2.86659145545269	1.90769959259461	31.5316328000198	5.08934185357098	1.42679472738972	6.43921610536614	79.5257460349258
mir-788	10001.1645565329	6.79654636322239	2.35987335663721	2.25619256327988	5.45803557700836	2.85626282258806	7.81194286472076	8.07816507579918	5.91348823173345	4.71403397311277	2.66836865166852	3.16097567062728	2.99078469999288	3.31403638811582	3.45898501518196	3.39302683926885
mir-789-1	1658.04689426192	1419.58972500026	1319.22127930988	1177.55247817881	1541.06719792245	1134.19966582608	1171.37853710459	1337.2859717444	1178.57958904798	1154.62835994621	1120.66556962839	1437.79626482226	1121.93095024056	1135.90212794431	1145.11258298717	1539.52158511944
mir-789-2	1658.69690273193	1419.6653100631	1319.71590942321	1177.25581703378	1541.40501620041	1134.13296705207	1170.97880432289	1335.75837988036	1178.24096754119	1155.09481479614	1120.4372472964	1437.86942859156	1121.61717424068	1136.93067085827	1146.34676963008	1539.89543917476
mir-79	1062321.05775638	5864.22582263134	5765.60913759384	2937.44757310182	5824.45680683887	4657.57081161808	3325.19036991769	3770.12808173354	1650.1929257574	1490.07587123778	2959.25414556221	4208.1100695028	2183.82502581193	2154.2469772739	1026.62236503418	4008.36207253328
mir-790	9336.81454169205	14.2930888178427	268.017961815976	9.5860534346964	25.9588924664213	753.275744987727	1109.75484100962	15.553533945852	10.0292951720475	10.743925745311	13.1264312648807	211.979884408494	88.4324303277209	10.0123350866054	13.3199663450721	1555.52713882352
