"","lsy-6","mir-791","mir-793","mir-792","mir-1821","mir-83","mir-124","mir-790","mir-254","mir-794","mir-249","mir-55","mir-1818","mir-84","lin-4","mir-1022","mir-74","mir-34","mir-392","mir-71","mir-62","mir-246","mir-238","mir-4816","mir-86","mir-239a","mir-1824","mir-243","mir-72","mir-233","mir-87","mir-239b","mir-796","mir-250","mir-232","mir-2","mir-50","mir-1020","mir-4808","mir-253","mir-4807","mir-61","mir-56","mir-786","mir-787","mir-259","mir-1829c","mir-252","mir-248","mir-785","mir-59","mir-65","mir-245","mir-356b","mir-64","mir-66","mir-355","mir-90","mir-1","mir-63","mir-1829b","mir-234","mir-76"
"ADA.AUA.LUA.PVQ.RIA.RIG.RIM.URY",NA,NA,NA,NA,NA,0.313404792770188,NA,NA,NA,NA,NA,0.153471440527302,NA,0.0805856012629797,NA,0.357448667488745,0.361228644218642,0.856473433165874,0.0712558984253851,0.707587239917297,0.233146474174261,0.328481785715143,NA,NA,NA,NA,0.134057584117572,NA,NA,0.0324172185649209,0.143734728127757,NA,NA,0.0973373462666821,NA,0.305579584440579,0.198032060748665,NA,0.474948487238258,NA,0.474706609449495,0.324057637562176,0.34689264407035,NA,0.825677618993597,0.767109100388647,0.470438878968092,NA,2.04112750688624,1.11407541032067,NA,0.956036353366894,0.987029264377273,NA,NA,NA,NA,0.20713462241245,NA,1.38213643319509,NA,0.603691534506453,NA
"ADE.CEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123486677328985,NA,NA,NA,NA,NA,0.0956342754265016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADL.ASG.ASK.AWC.BAG.IL1.OLL.OLQ",NA,NA,0.281152999073147,0.981871653933202,NA,0.785616194155071,NA,0.010643707575543,1.14037127668152,0.701019943928374,0.197394118058557,0.183358935170289,NA,0.275338300867082,NA,2.17360234763107,0.266169224093293,0.522230345828766,NA,0.418817018828775,NA,NA,NA,NA,0.562878467114245,NA,1.61025349778669,NA,NA,0.123488899039227,NA,NA,NA,NA,0.810477873368586,NA,NA,NA,0.270658834275304,NA,0.0760960528267858,NA,0.16143799522401,0.704804324556005,0.110011235877781,NA,NA,NA,0.09011292338751,0.626590236172863,NA,NA,NA,2.59442060849212,NA,NA,NA,NA,NA,NA,NA,0.0672198545543381,NA
"AFD.PHA.PHB",NA,1.58913805809526,1.88362455334581,1.20858472922692,1.1293730766002,0.177622829550116,0.908662582393194,0.837822370005354,NA,1.19359093054469,1.9660242141004,0.453759441658822,NA,0.720294369645342,NA,0.311561334272833,0.256211204795063,0.297617563146175,0.096315941762526,0.23665752128036,NA,NA,NA,NA,0.816268850243364,NA,0.583067375023237,NA,NA,0.474621581005265,NA,NA,NA,NA,1.05209342192308,NA,NA,NA,NA,NA,NA,NA,0.402534939464889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962651697001983,NA
"AIA.AIN.AIY.ALN.AVG.PVP.RIF.RIR.SIA.SIB.SMB",NA,NA,NA,NA,NA,0.317775165354714,NA,NA,NA,NA,NA,0.34193868150928,NA,NA,NA,NA,0.397809735652515,0.863006314757567,0.621541853818676,0.751586903926167,0.292936715191543,0.440316780147276,NA,NA,0.432086694750063,NA,NA,NA,NA,0.382912334809243,0.641137459872249,NA,0.284680966344173,1.45256600203243,NA,0.977698252634391,0.538624501804697,NA,0.397911985135989,NA,0.145141124817468,1.29252769321202,0.808825794045946,NA,0.238437849624632,1.02728765185267,0.853070567639688,NA,1.31802286731567,0.497560471917755,NA,0.663763437889009,1.5049374283624,NA,NA,NA,NA,0.708087448469353,NA,1.31957389657282,0.52324435451499,0.895847073339317,NA
"AIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578543129542672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465782188049538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0219099265804005,NA,0.358167698867001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
