"","lsy-6","mir-791","mir-793","mir-792","mir-1821","mir-83","mir-124","mir-790","mir-254","mir-794","mir-249","mir-55","mir-1818","mir-84","lin-4","mir-1022","mir-74","mir-34","mir-392","mir-71","mir-62","mir-246","mir-238","mir-4816","mir-86","mir-239a","mir-1824","mir-243","mir-72","mir-233","mir-87","mir-239b","mir-796","mir-250","mir-232","mir-2","mir-50","mir-1020","mir-4808","mir-253","mir-4807","mir-61","mir-56","mir-786","mir-787","mir-259","mir-1829c","mir-252","mir-248","mir-785","mir-59","mir-65","mir-245","mir-356b","mir-64","mir-66","mir-355","mir-90","mir-1","mir-63","mir-1829b","mir-234","mir-76"
"ALM.PLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277607343192519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308582048308744,NA,NA,NA,NA,0.504699600603281,0.284112786931907,NA,0.00314433633404049,NA,0.137527472080284,NA,0.254809572480982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209598142490885,NA,NA,NA,NA,NA
"ASE",2.32653708051334,1.38855081222719,1.13332829577175,1.59426190603059,2.24435618381697,0.0833323429365437,0.142180966357311,1.63838265687145,1.8053412014805,1.11455031210421,1.2463666153836,NA,NA,0.971240121812065,NA,1.00976034743406,0.969899572456156,0.204913622190215,NA,NA,0.0895985227164994,NA,NA,NA,0.0516001727454492,NA,0.127238704088793,NA,NA,NA,NA,NA,NA,NA,0.59495491601295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148777741648257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASH",NA,NA,0.0986601526240891,NA,NA,NA,0.219861674882331,NA,NA,NA,NA,NA,NA,NA,0.0866750597017967,0.0658465444404862,NA,NA,NA,NA,NA,NA,NA,NA,0.0442965333396208,NA,0.235699811762018,NA,NA,0.257603911847587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128514165918844,NA,NA,NA,NA,NA,0.0595091548170609,NA,NA,0.134588305033054,0.149026505103492,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASI",NA,NA,NA,0.142291517213543,NA,NA,NA,NA,NA,0.228930524230691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189909605181416,NA,NA,NA,0.129327384487136,NA,0.0716025177591693,NA,NA,0.0721547703202515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASJ.AWB",NA,0.122982527426442,0.33590192324816,0.800649198656651,0.552498769839648,0.653069261664316,0.333588972915143,0.693111951505337,0.803954992467331,0.180258043349472,NA,0.34723097629647,NA,NA,0.191722944966838,0.568386859486186,0.310360319063801,0.510900768729712,NA,0.397116862488507,0.0531194148595546,0.083758933719503,NA,NA,0.795230405577683,NA,NA,NA,NA,0.407025597649191,0.293075268959522,NA,0.654230555769138,NA,0.153000464984262,0.137706562332216,0.252282197589332,NA,0.294887614852734,NA,0.0708659097063561,0.156824479674539,0.490456716297242,NA,NA,NA,NA,NA,NA,0.268341003146445,0.379700001885077,NA,0.177716703155596,0.297234350601581,NA,NA,NA,0.239185442122558,NA,NA,NA,0.3314604886989,NA
"AVA.AVD.AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226179417742805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134743180476708,NA,NA,NA,0.228349449804962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0579713738989547,NA,NA,NA,NA,NA
"AVB.DA.DB.DVA.SAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164078064522821,NA,NA,NA,NA,NA,NA,NA,NA,0.148298203061947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289679228600802,NA,NA,0.548235466502133,NA,1.08428454948043,NA,1.02793316412286,0.195024867868784,NA,NA,0.350135995680975,0.26468167172906,0.368597635045334,NA,0.316077715496809,NA,NA,NA,NA,NA,NA,NA,NA,0.398808728625998,NA,NA,NA,NA,NA
"AVH.AVJ.RIC.RID.RIP.RMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277130780658921,NA,NA,NA,NA,NA,NA,0.201697465071057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125575901117658,NA,NA,NA,NA,NA,0.314812902577688,NA,NA,NA,NA,NA,NA,0.259382696563218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353472910376065,NA
"AVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AVL.DD.RIS.RME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
