"","lsy-6","mir-791","mir-793","mir-792","mir-1821","mir-83","mir-124","mir-790","mir-254","mir-794","mir-249","mir-55","mir-1818","mir-84","lin-4","mir-1022","mir-74","mir-34","mir-392","mir-71","mir-62","mir-246","mir-238","mir-4816","mir-86","mir-239a","mir-1824","mir-243","mir-72","mir-233","mir-87","mir-239b","mir-796","mir-250","mir-232","mir-2","mir-50","mir-1020","mir-4808","mir-253","mir-4807","mir-61","mir-56","mir-786","mir-787","mir-259","mir-1829c","mir-252","mir-248","mir-785","mir-59","mir-65","mir-245","mir-356b","mir-64","mir-66","mir-355","mir-90","mir-1","mir-63","mir-1829b","mir-234","mir-76"
"ADA.AUA.LUA.PVQ.RIA.RIG.RIM.URY",NA,NA,NA,0.00573811817346136,NA,0.320321148293802,NA,NA,0.35512449581456,NA,NA,0.129284599983854,NA,0.154696776975835,NA,0.568466174249168,0.347784139545096,0.650684306464058,0.205823437913944,0.490968050469814,0.193420899306303,0.270215265458984,NA,NA,0.0313802346862379,NA,0.268911323315784,NA,NA,0.0564530275374331,0.180189154432165,NA,NA,0.204195447445264,NA,0.35081994465069,0.187799698309548,NA,0.414200744772161,NA,0.391158882566921,0.273088604483365,0.338751619393603,NA,0.537772765593639,0.594483449013248,0.376137401622299,NA,1.55439837523835,0.939007531182343,NA,NA,0.828848392073882,0.0892324255367255,NA,0.835593441300539,NA,0.244464508771986,NA,1.05230906837654,NA,0.663347477028064,0.304802269693444
"ADE.CEP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381010547780594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130566849688041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0130596029736971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADF",NA,NA,NA,NA,0.0820829583457079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116218609311347,NA,NA,NA,NA,NA,0.148538795119063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADL.ASG.ASK.AWC.BAG.IL1.OLL.OLQ",0.648368740508004,0.338932617593282,0.50967868426149,1.02427314986013,0.412808450469628,0.569677425750127,0.0578621937482816,0.502783361783514,1.18652891292311,0.781081615262493,0.635247774610496,0.243551680733425,NA,0.376074971728578,0.207429566892742,1.62847413061369,0.312801875657676,0.458840992347075,NA,0.352696104754678,0.0326424651378183,0.0473521004634556,NA,NA,0.484619156122892,NA,1.17178347794862,NA,NA,0.237042568938443,0.0760269512348153,NA,NA,NA,0.798097800545822,NA,0.0635593355321352,NA,0.225444127508024,NA,0.122851973996438,NA,0.281877558937248,0.502101887358848,0.156518352974027,NA,NA,NA,0.348675870205838,0.591590139490647,0.014220556853917,NA,0.00134126579586768,1.43806171905141,NA,NA,NA,0.0301220437274318,NA,NA,NA,0.296270879583824,NA
"AFD.PHA.PHB",NA,1.24432425098863,1.44825065481129,1.07845538812023,1.11065352852208,0.275262158000811,0.609239449005141,0.819076994023325,NA,1.0058156726353,1.52331885878672,0.3397863275629,NA,0.582965951746932,0.229147389842742,0.435547217338198,0.207346166175599,0.259751376828786,0.242201246586099,0.167465593496484,NA,NA,NA,NA,0.633443348121283,NA,0.642255695183692,NA,NA,0.367929575941125,0.0313556807064071,NA,NA,0.0158665521656723,0.923244381276352,NA,NA,NA,0.0132299328904527,NA,NA,NA,0.321014491283576,0.118240960215235,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180064130362437,NA,NA,NA,NA,NA,NA,NA,0.707965548344375,NA
"AIA.AIN.AIY.ALN.AVG.PVP.RIF.RIR.SIA.SIB.SMB",NA,NA,NA,NA,NA,0.372649546149494,0.00776415513169414,NA,NA,NA,NA,0.268361956855746,NA,NA,NA,NA,0.362463937135674,0.718695664618835,0.436784093660402,0.51061138770205,0.22612307345875,0.329733929855066,NA,NA,0.396069317660978,NA,NA,NA,NA,0.287425177203302,0.460701915506599,NA,0.387022160657719,1.01850436824574,NA,0.682172030541505,0.441869967960232,NA,0.524289987744087,NA,0.340126800942868,0.783726050876196,0.600094988806938,NA,0.339928726874898,0.750263626886791,0.622325043185525,NA,1.08265935204653,0.535817755548197,NA,NA,1.10808063314976,NA,NA,0.887617525126076,NA,0.523660118287318,NA,1.00744004199693,NA,0.731248250787003,0.429368641828659
"AIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0706038854595059,NA,NA,0.612284509582947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192782665195424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367014838950101,NA,NA,NA,NA,NA,0.0450715528962645,0.183069297976047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0483194639951978,NA,NA,NA,NA,NA,NA,NA,NA,0.0934097213116395,NA,0.269689252758065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170017146522594,NA
